Compound,HMDB,KEGG,High.Confidence.Annotation,Compound.Name,Retention.Time,m.z,Cluster..if.DA.,Putative.Chemical.Class,Adduct,hmdb_name,hmdb_theoretical_mz,hmdb_mz_diff,hmdb_ppm_error,hmdb_best_adduct,hmdb_match_quality,hmdb_match_strategy,kegg_theoretical_mz,kegg_mz_diff,kegg_ppm_error,kegg_best_adduct,kegg_match_quality,kegg_match_strategy
HILIC-neg_Cluster_1730: NA,,,True,,4.023805,526.275935,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1731: NA,,,True,,4.027033,526.317005,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1732: NA,,,True,,3.055098,527.303306,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1733: NA,,,True,,4.017436,527.339924,,Triterpenoids,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1734: NA,,,True,,1.268637,527.358523,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1735: NA,,,True,,7.084053,528.262341,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1737: NA,,,True,,3.575977,531.30024,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1738: NA,,,True,,6.667482,533.384801,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1739: NA,,,True,,3.309714,533.45581,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1740: NA,,,True,,8.519957,535.309059,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1741: NA,,,True,,3.156639,535.310617,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1743: NA,,,True,,1.0985,535.400144,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1744: NA,,,True,,3.299056,535.47282,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1746: NA,,,True,,3.40935,537.325283,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1747: NA,,,True,,6.579496,537.343639,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1748: NA,,,True,,1.062077,537.379976,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1750: NA,,,True,,3.288374,537.488475,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1751: NA,,,True,,1.016255,539.323498,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1752: NA,,,True,,6.596393,539.358785,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1753: NA,,,True,,3.417627,540.336416,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1755: NA,,,True,,3.070204,541.321708,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1756: NA,,,True,,1.134961,541.338308,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1757: NA,,,True,,6.582571,541.375154,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1758: NA,,,True,,1.140866,541.374898,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1759: NA,,,True,,4.180761,542.31119,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1761: NA,,,True,,1.022761,545.317408,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1762: NA,,,True,,6.642188,549.379379,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1763: NA,,,True,,8.040449,551.304273,,"4,6-disubstituted 2-deoxystreptamines",,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1764: NA,,,True,,8.56577,551.30394,,"4,6-disubstituted 2-deoxystreptamines",,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1766: NA,,,True,,3.54152,553.319622,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1767: NA,,,True,,6.572502,553.411731,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1768: NA,,,True,,1.663911,554.3459,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1769: NA,,,True,,4.031717,555.290698,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1770: NA,,,True,,14.506516,555.441472,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1772: NA,,,True,,3.145704,557.314556,,Cucurbitacins,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1773: NA,,,True,,1.131695,557.368812,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1774: NA,,,True,,6.742973,557.457123,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1775: NA,,,True,,3.293315,557.455875,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1776: NA,,,True,,14.554018,557.457262,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1777: NA,,,True,,3.279183,559.472102,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1778: NA,,,True,,14.592112,559.472322,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1779: NA,,,True,,1.027461,561.312274,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1782: NA,,,True,,2.160079,563.128067,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1783: NA,,,True,,2.85764,563.33516,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1784: NA,,,True,,6.603467,563.431785,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1786: NA,,,True,,3.24235,565.517818,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1787: NA,,,True,,7.78356,567.29939,,Tetrapyrroles and derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1788: NA,,,True,,6.585565,567.390018,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1789: NA,,,True,,3.735691,571.288621,,Triterpenoids,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1790: NA,,,True,,2.919495,571.472811,,Fatty alcohols,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1791: NA,,,True,,6.485495,573.451471,,Lineolic acids and derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1794: NA,,,True,,3.341427,577.480705,,"1,3-diacylglycerols",,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1795: NA,,,True,,1.638346,578.345897,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1796: NA,,,True,,2.982244,580.3668,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1797: NA,,,True,,3.275631,581.4546,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1799: NA,,,True,,3.260255,583.470124,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1800: NA,,,True,,3.244931,585.48621,,Cinnamic acids and derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1801: NA,,,True,,7.831266,587.28717,,Tetrapyrroles and derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1802: NA,,,True,,14.435513,587.28703,,Tetrapyrroles and derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1806: NA,,,True,,7.03465,589.302725,,Tetrapyrroles and derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1807: NA,,,True,,1.024428,589.344582,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1808: NA,,,True,,6.55172,589.446968,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1809: NA,,,True,,6.855805,591.319011,,Tetrapyrroles and derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1811: NA,,,True,,3.584545,591.390011,,Steroidal glycosides,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1812: NA,,,True,,6.553275,591.46222,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1814: NA,,,True,,6.490146,593.478035,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1815: NA,,,True,,4.042844,594.363865,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1817: NA,,,True,,3.685287,599.319614,,1-acyl-sn-glycerol-3-phosphoinositols,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1819: NA,,,True,,1.038617,601.307775,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1822: NA,,,True,,4.027789,603.356941,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1825: NA,,,True,,1.023953,605.338798,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1826: NA,,,True,,2.993953,605.479575,,Annonaceous acetogenins,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1828: NA,,,True,,6.500837,607.457331,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1829: NA,,,True,,2.948382,607.494306,,Annonaceous acetogenins,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1830: NA,,,True,,4.010906,608.320125,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1833: NA,,,True,,4.03096,616.346307,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1834: NA,,,True,,6.231246,616.388641,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1836: NA,,,True,,3.374823,621.506594,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1838: NA,,,True,,1.019181,633.369319,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1839: NA,,,True,,1.299584,633.43668,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1840: NA,,,True,,1.349955,635.452523,,Annonaceous acetogenins,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1841: NA,,,True,,6.235044,642.403773,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1843: NA,,,True,,1.02717,645.332946,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1844: NA,,,True,,1.021966,649.364768,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1845: NA,,,True,,6.888382,659.067118,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1847: NA,,,True,,1.023067,689.359918,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1848: NA,,,True,,1.020768,693.390603,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1849: NA,,,True,,1.025321,695.311302,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1850: NA,,,True,,1.013211,698.285084,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1851: NA,,,True,,8.531817,709.27416,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1852: NA,,,True,,3.145865,710.535503,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1853: NA,,,True,,2.730032,714.507616,,Phosphatidylethanolamines,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1854: NA,,,True,,1.019924,733.386319,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1855: NA,,,True,,2.924715,736.518748,,,,,,,,,no_id,,,,,,no_id,
HILIC-neg_Cluster_1856: NA,,,True,,1.019821,737.417553,,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0001: NA,,,True,,2.227992,74.09673,,Amines,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0002: NA,,,True,,9.366024,84.081168,,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0003: NA,,,True,,8.568151,84.081079,,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0004: NA,,,True,,6.911299,86.096721,,Piperidines,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0005: NA,,,True,,7.052124,86.09677,,Piperidines,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0006: NA,,,True,,9.223241,86.096791,,Piperidines,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0010: NA,,,True,,8.48074,94.06533,,Aniline and substituted anilines,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0011: NA,,,True,,4.249444,100.075872,,Tertiary alcohols,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0012: NA,,,True,,7.335587,100.075749,,Piperidines,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0013: NA,,,True,,6.332264,100.112318,,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0014: NA,,,True,,7.331179,101.059809,,Gamma butyrolactones,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0015: NA,,,True,,7.605923,102.054991,,Alpha amino acids,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0016: NA,,,True,,2.234249,102.127821,,Tertiary amines,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0017: NA,,,True,,6.658853,103.054309,,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0018: NA,,,True,,9.222756,103.12299,,Organonitrogen compounds,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0019: NA,,,True,,6.996713,104.052976,,Azolidines,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0020: NA,,,True,,7.499869,104.070625,,"Amino acids, peptides, and analogues",,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0021: NA,,,True,,7.54549,104.107126,,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0025: NA,,,True,,3.985845,108.044517,,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0026: NA,,,True,,8.18107,108.080812,,Toluenes,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0028: NA,,,True,,7.717556,110.060017,,Aryl-aldehydes,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0029: NA,,,True,,4.086686,111.091665,,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0030: NA,,,True,,5.829945,112.050517,,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0031: NA,,,True,,5.948907,112.050456,,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0035: NA,,,True,,6.688009,113.107342,,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0037: NA,,,True,,3.42554,114.091316,,Pyrrolidines,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0039: NA,,,True,,7.908349,115.086481,,Piperidines,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0040: NA,,,True,,7.440168,116.07057,,"Amino acids, peptides, and analogues",,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0042: NA,,,True,,8.295827,116.070622,,"Amino acids, peptides, and analogues",,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0044: NA,,,True,,5.077199,116.070664,,Pyrrolidines,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0045: NA,,,True,,9.28224,116.070578,,"Amino acids, peptides, and analogues",,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0050: NA,,,True,,6.659939,120.080722,,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0051: NA,,,True,,4.508018,121.039661,,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0052: NA,,,True,,3.961091,121.039452,,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0055: NA,,,True,,9.502558,122.070969,,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0057: NA,,,True,,7.613241,122.096356,,m-Xylenes,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0058: NA,,,True,,6.78336,123.043901,,Benzaldehydes,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0059: NA,,,True,,7.392757,123.055105,,Ketones,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0060: NA,,,True,,7.648638,123.055222,,Pyridinecarboxylic acids and derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0063: NA,,,True,,7.240906,124.075551,,Ketones,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0064: NA,,,True,,7.415739,124.07551,,Ketones,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0065: NA,,,True,,8.673005,125.98595,,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0067: NA,,,True,,5.396204,126.054838,,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0068: NA,,,True,,2.908437,126.091144,,Organonitrogen compounds,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0070: NA,,,True,,8.028393,127.050007,,Azoles,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0071: NA,,,True,,7.458309,128.106848,,N-alkylpyrrolidines,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0072: NA,,,True,,7.670435,128.106834,,N-alkylpyrrolidines,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0073: NA,,,True,,6.670231,128.130741,,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0074: NA,,,True,,8.476394,129.019742,,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0076: NA,,,True,,9.376545,129.102064,,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0078: NA,,,True,,7.610001,130.049559,,Azolidines,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0080: NA,,,True,,9.368952,130.08608,,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0084: NA,,,True,,5.848046,130.158808,,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0085: NA,,,True,,6.658953,131.048811,,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0087: NA,,,True,,9.067996,131.128694,,Organonitrogen compounds,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0088: NA,,,True,,9.813847,131.153996,,Amines,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0095: NA,,,True,,7.90083,132.11304,,Carboximidic acids and derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0096: NA,,,True,,8.64725,132.138031,,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0098: NA,,,True,,6.996623,133.031375,,Dihydrothiophenes,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0101: NA,,,True,,1.799957,135.080044,,Alkyl-phenylketones,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0102: NA,,,True,,3.983383,136.038963,,Benzoxazolones,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0103: NA,,,True,,6.427258,136.047609,,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0104: NA,,,True,,5.428663,136.061264,,Purines and purine derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0105: NA,,,True,,6.783141,136.075286,,Ketones,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0106: NA,,,True,,7.413967,136.075251,,Ketones,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0107: NA,,,True,,4.923517,137.026596,,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0111: NA,,,True,,5.401967,138.054592,,Pyridines and derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0112: NA,,,True,,7.857392,138.054373,,Pyridines and derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0115: NA,,,True,,8.431147,138.091001,,Phenols,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0117: NA,,,True,,3.95284,139.049807,,Imidazoles,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0125: NA,,,True,,5.976173,142.096966,,Organonitrogen compounds,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0126: NA,,,True,,7.310382,142.122286,,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0127: NA,,,True,,6.158062,143.069753,,Pyranones and derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0129: NA,,,True,,9.502198,144.047115,,Thiolactams,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0131: NA,,,True,,5.407526,144.064995,,Azolidines,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0137: NA,,,True,,8.36187,144.101493,,Proline and derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0139: NA,,,True,,1.938569,144.137834,,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0142: NA,,,True,,7.45815,145.132999,,Alpha-hydrogen aldehydes,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0144: NA,,,True,,10.451557,145.169384,,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0145: NA,,,True,,1.814161,146.059547,,Indoles,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0146: NA,,,True,,2.234749,146.059705,,Indoles,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0147: NA,,,True,,3.390638,146.080814,,Alpha amino acids,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0149: NA,,,True,,7.9486,146.080735,,Alpha amino acids,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0158: NA,,,True,,9.248241,148.042153,,Alpha amino acids,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0159: NA,,,True,,9.700501,148.042193,,Alpha amino acids,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0161: NA,,,True,,8.048471,148.096354,,Oxazinanes,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0162: NA,,,True,,8.368873,148.096252,,Oxazinanes,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0163: NA,,,True,,1.656025,149.022813,,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0164: NA,,,True,,6.659265,149.059239,,Cinnamaldehydes,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0166: NA,,,True,,4.887592,150.054362,,Indoles and derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0168: NA,,,True,,5.16836,150.077063,,Imidazopyrimidines,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0169: NA,,,True,,6.356618,150.090741,,Pyrrolizines,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0170: NA,,,True,,7.005336,150.090985,,Pyrrolizines,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0171: NA,,,True,,7.855149,150.09105,,Pyrrolizines,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0174: NA,,,True,,8.04383,151.047313,,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0178: NA,,,True,,3.823779,151.096215,,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0179: NA,,,True,,3.984324,152.033875,,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0180: NA,,,True,,6.996017,152.053639,,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0182: NA,,,True,,5.341746,152.056197,,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0183: NA,,,True,,8.756434,152.07004,,Aminobenzoic acids,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0185: NA,,,True,,6.241215,152.10646,,Amphetamines and derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0186: NA,,,True,,7.997506,152.106632,,Amphetamines and derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0187: NA,,,True,,8.123229,152.106505,,Amphetamines and derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0188: NA,,,True,,8.482265,153.032609,,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0189: NA,,,True,,3.699397,153.040261,,Imidazopyrimidines,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0190: NA,,,True,,4.278448,153.04011,,Imidazopyrimidines,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0193: NA,,,True,,3.983886,154.049367,,Phenols,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0195: NA,,,True,,7.385366,154.085788,,Phenols,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0196: NA,,,True,,7.632127,154.096809,,N-acetyl-2-arylethylamines,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0199: NA,,,True,,3.97468,156.053211,,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0200: NA,,,True,,9.240674,156.076312,,"Amino acids, peptides, and analogues",,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0201: NA,,,True,,6.792868,156.112655,,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0202: NA,,,True,,10.007124,156.149048,,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0206: NA,,,True,,7.849449,158.091901,,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0208: NA,,,True,,9.183811,158.117055,,L-alpha-amino acids,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0209: NA,,,True,,4.805571,159.027398,,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0210: NA,,,True,,8.358721,159.075909,,Imidazolidines,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0211: NA,,,True,,7.159247,159.148659,,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0212: NA,,,True,,7.311888,159.148696,,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0213: NA,,,True,,7.94203,160.05989,,Alpha amino acids,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0215: NA,,,True,,7.912407,160.096242,,Alpha amino acids,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0216: NA,,,True,,8.205283,160.096527,,N-acyl-alpha amino acids,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0217: NA,,,True,,8.401628,160.096152,,Alpha amino acids,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0219: NA,,,True,,3.278715,160.096154,,Alpha amino acids,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0221: NA,,,True,,8.532576,160.132759,,Alpha amino acids,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0222: NA,,,True,,7.852469,161.091491,,"Amino acids, peptides, and analogues",,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0223: NA,,,True,,9.652106,161.127878,,Gamma amino acids and derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0224: NA,,,True,,9.990857,161.127915,,Gamma amino acids and derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0225: NA,,,True,,7.991669,161.128002,,Gamma amino acids and derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0226: NA,,,True,,7.351656,162.049506,,,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0227: NA,,,True,,2.268314,162.05432,,Indoles and derivatives,,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0228: NA,,,True,,6.783311,162.057639,,Cysteine and derivatives,,,,,,,no_id,,,,,,no_id,
